experiment_id,problem_type,timestamp,seed,n_cities,num_vehicles,p_layers,max_iter,momentum_mass,lmbda,exact_cost,exact_route,exact_time_sec,ground_state_energy,solver_name,quantum_cost,quantum_route,quantum_time_sec,approx_ratio,success_probability,evaluations_count
VRP_N6_Vehicles6_Layers=4_MaxIter=75_20260726_184658,VRP,20260726_184658,42,6,6,4,75,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004891157150268555,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",3154.7391736507416,0.038655003444376564,1.0,76
VRP_N6_Vehicles2_Layers=5_MaxIter=75_20260726_194839,VRP,20260726_194839,42,6,2,5,75,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011774539947509766,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",3195.6746697425842,0.018209704043568115,1.0,76
VRP_N6_Vehicles3_Layers=5_MaxIter=75_20260726_204144,VRP,20260726_204144,42,6,3,5,75,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.0298311710357666,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",3183.6907596588135,0.02041280528224391,1.0,76
VRP_N6_Vehicles4_Layers=5_MaxIter=75_20260726_213354,VRP,20260726_213354,42,6,4,5,75,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03279304504394531,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",3129.5320751667023,0.025416899541183046,1.0,76
VRP_N6_Vehicles5_Layers=5_MaxIter=75_20260726_222611,VRP,20260726_222611,42,6,5,5,75,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019931554794311523,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",3135.065374135971,0.03144780794676163,1.0,76
VRP_N6_Vehicles6_Layers=5_MaxIter=75_20260726_231825,VRP,20260726_231825,42,6,6,5,75,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.005017757415771484,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",3133.848322868347,0.038655003444376564,1.0,76
VRP_N6_Vehicles2_Layers=1_MaxIter=100_20260727_003452,VRP,20260727_003452,42,6,2,1,100,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011589527130126953,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",4183.749743461609,0.018209704043568115,1.0,101
VRP_N6_Vehicles3_Layers=1_MaxIter=100_20260727_014502,VRP,20260727_014502,42,6,3,1,100,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02794647216796875,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",4209.676607131958,0.02041280528224391,1.0,101
VRP_N6_Vehicles4_Layers=1_MaxIter=100_20260727_025503,VRP,20260727_025503,42,6,4,1,100,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.032472848892211914,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",4200.049546957016,0.025416899541183046,1.0,101
VRP_N6_Vehicles5_Layers=1_MaxIter=100_20260727_040509,VRP,20260727_040509,42,6,5,1,100,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019900798797607422,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",4204.653621673584,0.03144780794676163,1.0,101
VRP_N6_Vehicles6_Layers=1_MaxIter=100_20260727_051512,VRP,20260727_051512,42,6,6,1,100,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004835367202758789,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",4201.978501319885,0.038655003444376564,1.0,101
VRP_N6_Vehicles2_Layers=2_MaxIter=100_20260727_063237,VRP,20260727_063237,42,6,2,2,100,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011283159255981445,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",4204.518486738205,0.018209704043568115,1.0,101
VRP_N6_Vehicles3_Layers=2_MaxIter=100_20260727_074244,VRP,20260727_074244,42,6,3,2,100,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.027569293975830078,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",4205.425133705139,0.02041280528224391,1.0,101
VRP_N6_Vehicles4_Layers=2_MaxIter=100_20260727_085251,VRP,20260727_085251,42,6,4,2,100,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.032927513122558594,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",4206.079244375229,0.025416899541183046,1.0,101
VRP_N6_Vehicles5_Layers=2_MaxIter=100_20260727_100303,VRP,20260727_100303,42,6,5,2,100,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.01899862289428711,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",4211.457729101181,0.03144780794676163,1.0,101
VRP_N6_Vehicles6_Layers=2_MaxIter=100_20260727_111317,VRP,20260727_111317,42,6,6,2,100,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004942178726196289,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",4212.745492696762,0.038655003444376564,1.0,101
VRP_N6_Vehicles2_Layers=3_MaxIter=100_20260727_123124,VRP,20260727_123124,42,6,2,3,100,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011282682418823242,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",4186.578266143799,0.018209704043568115,1.0,101
VRP_N6_Vehicles3_Layers=3_MaxIter=100_20260727_134108,VRP,20260727_134108,42,6,3,3,100,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.027362823486328125,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",4182.928602218628,0.02041280528224391,1.0,101
VRP_N6_Vehicles4_Layers=3_MaxIter=100_20260727_145056,VRP,20260727_145056,42,6,4,3,100,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03401064872741699,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",4186.984671115875,0.025416899541183046,1.0,101
